_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry,LONGITUDE,LATITUDE
388,389,DAVENPORT RD,None,LANSDOWNE AVE,None,None,None,1948-10-19T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,388,14013347,13463350.0,,,,,388,,,,2021-11-10T05:00:00,2021-11-10T05:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.4483029959086, 43.67155699775894]}",-79.4483029959086,43.67155699775894
389,390,DAVENPORT RD,None,CALEDONIA PARK RD,None,None,None,1960-09-22T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,389,1142068,13463441.0,,,,,389,,,,,,2022-09-29T04:00:00,,None,"{""type"": ""Point"", ""coordinates"": [-79.45109999730249, 43.67109700042299]}",-79.45109999730249,43.67109700042299
390,391,OLD WESTON RD,None,DAVENPORT RD,None,None,None,1959-12-06T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,390,8344780,13463482.0,,,,,390,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.46232899413215, 43.671019997419116]}",-79.46232899413215,43.671019997419116
391,392,ST CLAIR AVE E,None,DANFORTH RD,None,None,None,1961-10-24T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,4,391,111979,13455129.0,1.0,,,,391,,,,,,2021-08-18T04:00:00,2021-08-18T04:00:00,LPI implemented on north/south phase.,"{""type"": ""Point"", ""coordinates"": [-79.25992000470927, 43.71684600275387]}",-79.25992000470927,43.71684600275387
392,393,WESTON RD,None,TORYORK DR,PRIVATE ACCESS,None,None,1978-12-20T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,392,10367893,13450145.0,,,1.0,,392,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.54270899868847, 43.75333599602669]}",-79.54270899868847,43.75333599602669
393,394,ROGERS RD,None,KEELE ST,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,393,8155608,13461587.0,1.0,,,,393,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.47159799794886, 43.682136002712916]}",-79.47159799794886,43.682136002712916
394,395,WESTON RD,None,ROGERS RD,PRIVATE ACCESS,TTC BUS LOOP,None,1958-01-31T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,394,8891,13461687.0,-1.0,,,,394,,,,,,2021-08-09T04:00:00,2021-08-09T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.47675100182732, 43.68160899695153]}",-79.47675100182732,43.68160899695153
395,396,AVENUE RD,None,401 C W AVENUE RD RAMP,None,None,HWY 401 NORTH INTERSECTION,1964-10-22T04:00:00,SCOOT,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,395,442110,13451491.0,,,,,395,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42422099391975, 43.743219996616766]}",-79.42422099391975,43.743219996616766
396,397,LAWRENCE AVE E,None,SCARBOROUGH GOLF CLUB RD,None,None,None,1966-06-22T04:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,396,7423543,13448254.0,1.0,,,,396,,,,2021-01-25T05:00:00,2021-01-25T05:00:00,2021-01-25T05:00:00,2021-01-25T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.21583799856838, 43.76185200367412]}",-79.21583799856838,43.76185200367412
397,398,LAWRENCE AVE E,None,BURNVIEW CRES,PRIVATE ACCESS,None,None,1966-05-19T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,397,109508,13449023.0,1.0,,,,397,,,,,,2018-10-16T04:00:00,2018-10-16T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.24018799955188, 43.75666099769182]}",-79.24018799955188,43.75666099769182
398,399,LAWRENCE AVE W,None,BENTON RD,None,None,None,1966-02-22T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,398,13291670,13456692.0,,,,,398,,,,,,2021-01-26T05:00:00,2021-01-26T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.47190899496017, 43.71030200333102]}",-79.47190899496017,43.71030200333102
399,400,LESLIE ST,None,LAWRENCE AVE E,None,None,None,1958-11-15T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,399,443128,13452717.0,1.0,,,,399,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.35597899757455, 43.73453500205119]}",-79.35597899757455,43.73453500205119
400,401,LAWRENCE AVE E,None,THE DONWAY W,None,None,None,1958-11-15T05:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,400,442783,13452372.0,1.0,,,,400,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.34654599399197, 43.736507002179536]}",-79.34654599399197,43.736507002179536
401,402,LAWRENCE AVE E,None,DON MILLS RD,None,None,None,1958-01-31T05:00:00,SCOOT,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,401,4709521,13452266.0,1.0,,,,401,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.343447995524, 43.73717299605356]}",-79.343447995524,43.73717299605356
402,403,LAWRENCE AVE E,None,THE DONWAY E,None,None,None,1961-08-28T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,402,4709521,13452186.0,1.0,,,,402,,,,,,2022-08-19T04:00:00,2022-08-19T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.34097699726928, 43.73769500427209]}",-79.34097699726928,43.73769500427209
403,404,LAWRENCE AVE E,None,UNDERHILL DR,RAILSIDE RD,None,None,1963-12-11T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,403,9694462,13451645.0,,,,,403,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32470499874397, 43.74079000357739]}",-79.32470499874397,43.74079000357739
404,405,DANFORTH AVE,485m EAST OF,BIRCHMOUNT RD,PRIVATE ACCESS,BIRCHMOUNT COLLEGIATE,None,1965-01-13T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,404,112765,,1.0,,,,404,,,,,,2018-09-13T04:00:00,2018-09-13T04:00:00,"North: None, South: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.25860000469355, 43.69906099554131]}",-79.25860000469355,43.69906099554131
405,406,LAWRENCE AVE E,None,CURLEW DR,RAILSIDE RD,None,None,1962-05-07T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,405,9694426,13451566.0,1.0,,,,405,,,,,,2018-07-17T04:00:00,2018-07-17T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.3192790041903, 43.74118199935773]}",-79.3192790041903,43.74118199935773
406,407,LAWRENCE AVE E,None,VICTORIA PARK AVE,None,None,None,1960-08-04T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,406,11631576,13451412.0,,,,,406,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.30979300414229, 43.742144004181306]}",-79.30979300414229,43.742144004181306
407,408,LAWRENCE AVE E,None,PHARMACY AVE,None,None,None,1958-11-18T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,407,110545,13451212.0,,,,,407,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.30464499889774, 43.74324200254189]}",-79.30464499889774,43.74324200254189
408,409,LAWRENCE AVE E,None,WARDEN AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,408,11056997,13450818.0,1.0,,,,408,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.29472999762565, 43.74537599650476]}",-79.29472999762565,43.74537599650476
409,410,LAWRENCE AVE E,None,BIRCHMOUNT RD,None,None,None,1969-02-03T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,409,3497264,13450484.0,1.0,,,,409,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28483600460774, 43.74751799918356]}",-79.28483600460774,43.74751799918356
410,411,LAWRENCE AVE E,144m EAST OF,CANLISH RD,PRIVATE ACCESS,WINSTON CHURCHILL COLLEGIATE,AT 2231 LAWRENCE AVE E,1965-07-13T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,410,6436449,,1.0,,,,410,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.27971799581834, 43.74853599854926]}",-79.27971799581834,43.74853599854926
411,412,LAWRENCE AVE E,None,KENNEDY RD,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,411,110101,13450163.0,-1.0,,,,411,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.2749339946496, 43.749496999048176]}",-79.2749339946496,43.749496999048176
412,413,LAWRENCE AVE E,None,MIDLAND AVE,None,None,None,1961-12-11T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,412,13232758,13449830.0,1.0,,,,412,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.26505200495254, 43.75152099750581]}",-79.26505200495254,43.75152099750581
413,414,LAWRENCE AVE E,None,BRIMLEY RD,None,None,None,1960-06-01T04:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,413,109716,13449501.0,1.0,,,,413,1.0,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.25536699408468, 43.75352600203006]}",-79.25536699408468,43.75352600203006
414,415,LAWRENCE AVE E,None,BARRYMORE RD,None,None,None,1961-08-11T04:00:00,TransSuite,None,SA2,0.8 m/s (FDW based on full crossing @ 1.0 m/s),Pushbutton Actuated,3,414,109616,13449378.0,1.0,,,,414,,,,,2021-01-21T05:00:00,2018-11-07T05:00:00,2018-11-07T05:00:00,"North: None, South: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.25156100563854, 43.75428300212481]}",-79.25156100563854,43.75428300212481
415,416,LAWRENCE AVE E,None,BELLAMY RD N,None,None,None,1962-03-28T04:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,415,109392,13448868.0,,,,,415,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.23526700556447, 43.757721000090726]}",-79.23526700556447,43.757721000090726
416,417,DANFORTH RD,None,BIRCHMOUNT RD,None,None,None,1969-07-16T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,4,416,112424,13456762.0,1.0,,,,416,,,,2021-08-19T04:00:00,2021-08-19T04:00:00,2021-08-19T04:00:00,2021-08-19T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.26813000603525, 43.70699800245623]}",-79.26813000603525,43.70699800245623
417,418,DANFORTH RD,None,WARDEN AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,4,417,112861,13458308.0,1.0,,,,417,,,,,,2020-12-17T05:00:00,2020-12-17T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.27483499755657, 43.69717699957756]}",-79.27483499755657,43.69717699957756
418,419,LAWRENCE AVE E,None,GREENCEDAR CRCT,GREENBRAE CRCT,None,None,1964-08-13T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,418,109328,13448786.0,1.0,,,,418,,,,,,2018-10-16T04:00:00,2018-10-16T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.2330769989999, 43.758184004356636]}",-79.2330769989999,43.758184004356636
419,420,LAWRENCE AVE E,None,MARKHAM RD,None,None,None,1959-10-04T04:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,419,9340566,13448547.0,1.0,,,,419,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.22532400081766, 43.759821997457564]}",-79.22532400081766,43.759821997457564
420,421,LAWRENCE AVE W,None,DUPLEX AVE,JEDBURGH RD,None,None,1946-01-04T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,420,1137850,13454354.0,,,,,420,,,,2021-02-04T05:00:00,2021-02-04T05:00:00,2021-02-04T05:00:00,2021-02-04T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.40560999964856, 43.72438499611221]}",-79.40560999964856,43.72438499611221
421,422,LAWRENCE AVE W,None,LEDBURY ST,None,None,None,1964-12-28T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,421,444785,13454875.0,,,,,421,,,,,,2021-02-05T05:00:00,2021-02-05T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.42247600156534, 43.72081999899488]}",-79.42247600156534,43.72081999899488
422,423,BATHURST ST,None,LAWRENCE AVE W,None,None,None,1956-06-09T04:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,422,9694792,13455135.0,1.0,,1.0,,422,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42981600281595, 43.719258001808456]}",-79.42981600281595,43.719258001808456
423,424,LAWRENCE AVE W,None,VARNA DR,None,None,None,1978-10-30T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,423,9234622,13455428.0,,,,,423,,,,,,2021-02-03T05:00:00,2021-02-03T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.43768599997274, 43.71749900155672]}",-79.43768599997274,43.71749900155672
424,425,LAWRENCE AVE W,None,MARLEE AVE,PRIVATE ACCESS,LAWRENCE SQUARE ACCESS,None,1961-12-21T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,4,424,11574919,13455749.0,1.0,,,,424,,,,,,2021-01-27T05:00:00,2021-01-27T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.44652000534046, 43.71561500351914]}",-79.44652000534046,43.71561500351914
425,426,DUFFERIN ST,None,LAWRENCE AVE W,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,425,445710,13456031.0,1.0,,,,425,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.4547510017973, 43.7140860038295]}",-79.4547510017973,43.7140860038295
426,427,LAWRENCE AVE W,None,CALEDONIA RD,None,None,None,1957-09-08T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,426,445943,13456468.0,,,,,426,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.46660300419279, 43.711482001318906]}",-79.46660300419279,43.711482001318906
427,428,KEELE ST,None,LAWRENCE AVE W,None,None,None,1957-02-13T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,427,446206,13456952.0,,,1.0,,427,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.47806199808873, 43.70865899824042]}",-79.47806199808873,43.70865899824042
428,429,LAWRENCE AVE W,None,CULFORD RD,None,None,None,1961-05-17T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,428,446378,13457330.0,,,,,428,,,,2021-01-26T05:00:00,2021-01-26T05:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.48766699805792, 43.70637399827838]}",-79.48766699805792,43.70637399827838
429,430,JANE ST,None,LAWRENCE AVE W,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,429,9796780,13457965.0,1.0,1.0,,,429,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.50383799416437, 43.70287799968112]}",-79.50383799416437,43.70287799968112
430,431,WESTON RD,None,LAWRENCE AVE W,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,430,11743021,13458367.0,1.0,,,,430,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.51620099961744, 43.700157998233685]}",-79.51620099961744,43.700157998233685
431,432,LAWRENCE AVE W,None,SCARLETT RD,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,431,908480,13458742.0,,,,,431,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.52329399421724, 43.69817499613181]}",-79.52329399421724,43.69817499613181
432,433,DIXON RD,None,ROYAL YORK RD,ST PHILLIPS RD,None,None,1960-02-16T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,432,908402,13458463.0,1.0,,,,432,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.53427199601914, 43.69982099709033]}",-79.53427199601914,43.69982099709033
433,434,DIXON RD,None,ISLINGTON AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,433,6125273,13459022.0,1.0,,,,433,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.54673100311987, 43.69704900243251]}",-79.54673100311987,43.69704900243251
434,435,DIXON RD,None,KIPLING AVE,None,None,None,1959-09-18T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,434,908753,13459576.0,1.0,,,,434,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.55864900592441, 43.69424900448849]}",-79.55864900592441,43.69424900448849
435,436,DIXON RD,None,CELESTINE DR,None,None,None,1962-06-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,435,908792,13459757.0,,,,,435,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.56251599960066, 43.69340099554477]}",-79.56251599960066,43.69340099554477
436,437,DIXON RD,None,MARTIN GROVE RD,None,None,None,1960-07-17T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,436,3461579,13460075.0,-1.0,,1.0,,436,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.57083799820853, 43.6915920028019]}",-79.57083799820853,43.6915920028019
437,438,EGLINTON AVE W,None,ROSTREVOR RD,None,None,None,1977-04-19T04:00:00,TransSuite,None,PA - IPS,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,2,437,11130066,13458180.0,1.0,,,,437,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42882999504405, 43.700296997125555]}",-79.42882999504405,43.700296997125555
438,439,BROADVIEW AVE,None,CHESTER HILL RD,None,None,None,1950-08-28T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,438,3202207,13461456.0,,,,,438,,,,,2021-12-13T05:00:00,,2021-12-13T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.35768900001607, 43.681280001318505]}",-79.35768900001607,43.681280001318505
439,440,BROADVIEW AVE,None,MORTIMER AVE,POTTERY RD,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,439,30040426,13460964.0,,,,,439,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.35694899468722, 43.68393099830746]}",-79.35694899468722,43.68393099830746
440,441,BROADVIEW AVE,None,COSBURN AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,440,1713,13460112.0,,,,,440,,,,2021-12-13T05:00:00,2021-12-13T05:00:00,2021-12-13T05:00:00,,None,"{""type"": ""Point"", ""coordinates"": [-79.35526599775649, 43.688546998390635]}",-79.35526599775649,43.688546998390635
441,442,O CONNOR DR,None,PAPE AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,441,1456,13459249.0,,,,,441,,,,2020-10-08T04:00:00,,2020-10-08T04:00:00,2020-10-08T04:00:00,LPI implemented only for east & west crosswalks. LPI checkbox doesn't get checked unless date entered in for north or south crosswalk.,"{""type"": ""Point"", ""coordinates"": [-79.35029099707103, 43.69324099560233]}",-79.35029099707103,43.69324099560233
442,443,O CONNOR DR,None,DONLANDS AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,442,1316,13458943.0,,,,,442,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.34311599948096, 43.694721996079714]}",-79.34311599948096,43.694721996079714
443,444,O CONNOR DR,None,DON MILLS RD,None,None,None,1958-12-12T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,443,1153,13458761.0,,,,,443,,,,,,,2021-11-01T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.33964800450993, 43.69557399842963]}",-79.33964800450993,43.69557399842963
444,445,O CONNOR DR,None,COXWELL AVE,COXWELL BLVD,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,444,7808416,13458334.0,,,,,444,,,,,,2021-10-27T04:00:00,2021-10-27T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.32948900114357, 43.697766996277714]}",-79.32948900114357,43.697766996277714
445,446,O CONNOR DR,None,WOODBINE AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,445,905,13457986.0,1.0,,,,445,,1.0,,,,,2021-10-28T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.31903100479667, 43.70015599739947]}",-79.31903100479667,43.70015599739947
446,447,O CONNOR DR,None,ST CLAIR AVE E,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,446,8594395,13457092.0,-1.0,,,,446,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.31283599439459, 43.70539599800438]}",-79.31283599439459,43.70539599800438
447,448,O CONNOR DR,None,BERMONDSEY RD,YARDLEY AVE,None,None,1958-01-31T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,447,337,13455948.0,1.0,,,,447,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.30742700547403, 43.712452998461664]}",-79.30742700547403,43.712452998461664
448,449,O CONNOR DR,None,VICTORIA PARK AVE,EGLINTON SQ,None,None,1958-01-31T05:00:00,SCOOT,None,SA1,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",None,4,448,10158856,13454288.0,-1.0,,,,448,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.30210000345332, 43.72337999791551]}",-79.30210000345332,43.72337999791551
449,450,EGLINTON AVE E,None,EGLINTON SQ,None,None,None,1958-01-31T05:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,449,111665,13454071.0,,,,,449,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.30053800199016, 43.72496700121542]}",-79.30053800199016,43.72496700121542
